 Cress ,January (early),California
 Dandelion/Chicory Greens,January (early),California
 Dates,January (early),California
 Endive,January (early),California
 Fennel ,January (early),California
 Garlic,January (early),California
 Gourds,January (early),California
 Grapefruit,January (early),California
 Guava,January (early),California
 Herbs,January (early),California
 Horseradish,January (early),California
Kale ,January (early),California
 Kiwi,January (early),California
 Kumquatss,January (early),California
 Leeks,January (early),California
 Lemons,January (early),California
 Lettuce,January (early),California
 Limes,January (early),California
 Mandarins,January (early),California
 Mushrooms ,January (early),California
 Nettles ,January (early),California
 Olives ,January (early),California
 Onions ,January (early),California
 Oranges,January (early),California
 Parsnipss,January (early),California
 Pears,January (early),California
 Persimmons,January (early),California
 Pistachios,January (early),California
 Pomelos,January (early),California
 Potatoes,January (early),California
 Radishes,January (early),California
 Rapini ,January (early),California
 Rutabagas,January (early),California
 Scallions,January (early),California
 Spinach,January (early),California
 Sunchokes ,January (early),California
 Tangerines,January (early),California
 Turnips,January (early),California
 Walnuts,January (early),California
Winter Squash,January (early),California
Almonds,January (late),California
 Apples,January (late),California
 Asian Greens ,January (late),California
 Asian Pears,January (late),California
 Avocado,January (late),California
 Beans,January (late),California
 Beets,January (late),California
 Bok Choy,January (late),California
 Broccoli,January (late),California
 Brussels Sprouts,January (late),California
 Cabbage,January (late),California
 Cardoons ,January (late),California
Carrots ,January (late),California
 Cauliflower,January (late),California
 Chard ,January (late),California
 Cherimoyas,January (late),California
 Collards,January (late),California
 Cress ,January (late),California
 Dandelion/Chicory Greens,January (late),California
 Dates,January (late),California
 Endive,January (late),California
 Fennel ,January (late),California
 Garlic,January (late),California
 Gourds,January (late),California
 Grapefruit,January (late),California
 Guava,January (late),California
 Herbs,January (late),California
 Horseradish,January (late),California
Kale ,January (late),California
 Kiwi,January (late),California
 Kumquatss,January (late),California
 Leeks,January (late),California
 Lemons,January (late),California
 Lettuce,January (late),California
 Limes,January (late),California
 Mandarins,January (late),California
 Mushrooms ,January (late),California
 Nettles ,January (late),California
 Olives ,January (late),California
 Onions ,January (late),California
 Oranges,January (late),California
 Parsnipss,January (late),California
 Pears,January (late),California
 Persimmons,January (late),California
 Pistachios,January (late),California
 Pomelos,January (late),California
 Potatoes,January (late),California
 Radishes,January (late),California
 Rapini ,January (late),California
 Rutabagas,January (late),California
 Scallions,January (late),California
 Spinach,January (late),California
 Sunchokes ,January (late),California
 Tangerines,January (late),California
 Turnips,January (late),California
 Walnuts,January (late),California
Winter Squash,January (late),California
Almonds,February (early),California
 Apples,February (early),California
 Asian Greens ,February (early),California
 Asian Pears,February (early),California
Asparagus,February (early),California
 Avocado,February (early),California
 Beans,February (early),California
 Beets,February (early),California
 Bok Choy,February (early),California
 Broccoli,February (early),California
 Brussels Sprouts,February (early),California
 Cabbage,February (early),California
 Cardoons ,February (early),California
Carrots ,February (early),California
 Cauliflower,February (early),California
 Chard ,February (early),California
 Cherimoyas,February (early),California
 Collards,February (early),California
 Cress ,February (early),California
 Dandelion/Chicory Greens,February (early),California
 Dates,February (early),California
 Endive,February (early),California
 Fennel ,February (early),California
 Garlic,February (early),California
 Gourds,February (early),California
 Grapefruit,February (early),California
 Green Garlic ,February (early),California
 Guava,February (early),California
 Herbs,February (early),California
 Horseradish,February (early),California
Kale ,February (early),California
 Kiwi,February (early),California
 Kumquatss,February (early),California
 Leeks,February (early),California
 Lemons,February (early),California
 Lettuce,February (early),California
 Limes,February (early),California
 Mandarins,February (early),California
 Mushrooms ,February (early),California
 Nettles ,February (early),California
 Olives ,February (early),California
 Onions ,February (early),California
 Oranges,February (early),California
 Parsnipss,February (early),California
 Pears,February (early),California
 Pistachios,February (early),California
 Pomelos,February (early),California
 Potatoes,February (early),California
 Radishes,February (early),California
 Rapini ,February (early),California
 Rutabagas,February (early),California
 Scallions,February (early),California
 Spinach,February (early),California
 Tangerines,February (early),California
 Turnips,February (early),California
 Walnuts,February (early),California
Winter Squash,February (early),California
Almonds,February (late),California
 Apples,February (late),California
 Asian Greens ,February (late),California
 Asian Pears,February (late),California
Asparagus,February (late),California
 Avocado,February (late),California
 Beans,February (late),California
 Beets,February (late),California
 Bok Choy,February (late),California
 Broccoli,February (late),California
 Brussels Sprouts,February (late),California
 Cabbage,February (late),California
 Cardoons ,February (late),California
Carrots ,February (late),California
 Cauliflower,February (late),California
 Chard ,February (late),California
 Cherimoyas,February (late),California
 Collards,February (late),California
 Cress ,February (late),California
 Dandelion/Chicory Greens,February (late),California
 Dates,February (late),California
 Endive,February (late),California
 Fennel ,February (late),California
 Garlic,February (late),California
 Gourds,February (late),California
 Grapefruit,February (late),California
 Green Garlic ,February (late),California
 Guava,February (late),California
 Herbs,February (late),California
 Horseradish,February (late),California
Kale ,February (late),California
 Kiwi,February (late),California
 Kumquatss,February (late),California
 Leeks,February (late),California
 Lemons,February (late),California
 Lettuce,February (late),California
 Limes,February (late),California
 Mandarins,February (late),California
 Mushrooms ,February (late),California
 Nettles ,February (late),California
 Olives ,February (late),California
 Onions ,February (late),California
 Oranges,February (late),California
 Parsnipss,February (late),California
 Pears,February (late),California
 Pistachios,February (late),California
 Pomelos,February (late),California
 Potatoes,February (late),California
 Radishes,February (late),California
 Rapini ,February (late),California
 Rutabagas,February (late),California
 Scallions,February (late),California
 Spinach,February (late),California
 Tangerines,February (late),California
 Turnips,February (late),California
 Walnuts,February (late),California
Winter Squash,February (late),California
Almonds,March (early),California
 Apples,March (early),California
 Artichokes  ,March (early),California
 Arugula,March (early),California
 Asian Greens ,March (early),California
 Asian Pears,March (early),California
Asparagus,March (early),California
 Avocado,March (early),California
 Beans,March (early),California
 Beets,March (early),California
 Bok Choy,March (early),California
 Broccoli,March (early),California
 Brussels Sprouts,March (early),California
 Cabbage,March (early),California
 Cardoons ,March (early),California
Carrots ,March (early),California
 Cauliflower,March (early),California
 Chard ,March (early),California
 Cherimoyas,March (early),California
 Collards,March (early),California
 Cress ,March (early),California
 Dandelion/Chicory Greens,March (early),California
 Dates,March (early),California
 Endive,March (early),California
 Fennel ,March (early),California
 Garlic,March (early),California
 Gourds,March (early),California
 Grapefruit,March (early),California
 Green Garlic ,March (early),California
 Guava,March (early),California
 Herbs,March (early),California
 Horseradish,March (early),California
Kale ,March (early),California
 Kiwi,March (early),California
 Kumquatss,March (early),California
 Leeks,March (early),California
 Lemons,March (early),California
 Lettuce,March (early),California
 Limes,March (early),California
 Mandarins,March (early),California
 Mushrooms ,March (early),California
 Nettles ,March (early),California
 Olives ,March (early),California
 Onions ,March (early),California
 Oranges,March (early),California
 Parsnipss,March (early),California
 Pistachios,March (early),California
 Pomelos,March (early),California
 Potatoes,March (early),California
 Radishes,March (early),California
 Rapini ,March (early),California
 Rutabagas,March (early),California
 Scallions,March (early),California
 Spinach,March (early),California
 Strawberries ,March (early),California
 Tangerines,March (early),California
 Tomatoes,March (early),California
 Turnips,March (early),California
 Walnuts,March (early),California
Almonds,March (late),California
 Apples,March (late),California
 Artichokes  ,March (late),California
 Arugula,March (late),California
 Asian Greens ,March (late),California
 Asian Pears,March (late),California
Asparagus,March (late),California
 Avocado,March (late),California
 Beans,March (late),California
 Beets,March (late),California
 Bok Choy,March (late),California
 Broccoli,March (late),California
 Brussels Sprouts,March (late),California
 Cabbage,March (late),California
 Cardoons ,March (late),California
Carrots ,March (late),California
 Cauliflower,March (late),California
 Chard ,March (late),California
 Cherimoyas,March (late),California
